timestamp,face_id,emotion,confidence
2026-04-30T00:18:02.779,0,Neutral,0.9512
2026-04-30T00:18:02.878,0,Neutral,0.9537
2026-04-30T00:18:02.979,0,Neutral,0.9497
2026-04-30T00:18:03.077,0,Neutral,0.9485
2026-04-30T00:18:03.290,0,Neutral,0.9491
2026-04-30T00:18:03.390,0,Neutral,0.9498
2026-04-30T00:18:03.485,0,Neutral,0.9530
2026-04-30T00:18:03.583,0,Neutral,0.9509
2026-04-30T00:18:03.683,0,Neutral,0.9515
2026-04-30T00:18:03.781,0,Neutral,0.9508
2026-04-30T00:18:03.882,0,Neutral,0.9572
2026-04-30T00:18:03.982,0,Neutral,0.9594
2026-04-30T00:18:04.079,0,Neutral,0.9572
2026-04-30T00:18:04.179,0,Neutral,0.9550
2026-04-30T00:18:04.277,0,Neutral,0.9511
2026-04-30T00:18:04.377,0,Neutral,0.9532
2026-04-30T00:18:04.474,0,Neutral,0.9539
2026-04-30T00:18:04.576,0,Neutral,0.9516
2026-04-30T00:18:04.676,0,Neutral,0.9489
2026-04-30T00:18:04.777,0,Neutral,0.9469
2026-04-30T00:18:05.292,0,Neutral,0.8387
2026-04-30T00:18:05.405,0,Neutral,0.7247
2026-04-30T00:18:05.499,0,Neutral,0.6150
2026-04-30T00:18:05.596,0,Neutral,0.5011
2026-04-30T00:18:05.692,0,Neutral,0.3837
2026-04-30T00:18:05.790,0,Neutral,0.2741
2026-04-30T00:18:05.887,0,Angry,0.3243
2026-04-30T00:18:06.006,0,Angry,0.3498
2026-04-30T00:18:06.107,0,Angry,0.3414
2026-04-30T00:18:06.203,0,Angry,0.4186
2026-04-30T00:18:06.298,0,Angry,0.4918
2026-04-30T00:18:06.394,0,Angry,0.5687
2026-04-30T00:18:06.489,0,Angry,0.6389
2026-04-30T00:18:06.587,0,Angry,0.7166
2026-04-30T00:18:06.682,0,Angry,0.7892
2026-04-30T00:18:06.776,0,Angry,0.8882
2026-04-30T00:18:06.875,0,Angry,0.9944
2026-04-30T00:18:06.978,0,Angry,0.9964
2026-04-30T00:18:07.075,0,Angry,0.9983
2026-04-30T00:18:07.172,0,Angry,0.9978
2026-04-30T00:18:07.270,0,Angry,0.9978
2026-04-30T00:18:07.369,0,Angry,0.9983
2026-04-30T00:18:07.482,0,Angry,0.9983
2026-04-30T00:18:07.582,0,Angry,0.9984
2026-04-30T00:18:07.680,0,Angry,0.9986
2026-04-30T00:18:07.965,0,Angry,0.9981
2026-04-30T00:18:08.062,0,Angry,0.9977
2026-04-30T00:18:08.158,0,Angry,0.9694
2026-04-30T00:18:11.012,1,Neutral,0.3203
2026-04-30T00:18:11.118,1,Sad,0.2413
2026-04-30T00:18:11.220,1,Happy,0.2518
2026-04-30T00:18:11.315,1,Sad,0.2623
2026-04-30T00:18:11.411,1,Sad,0.2668
2026-04-30T00:18:11.507,1,Happy,0.2884
2026-04-30T00:18:11.602,1,Happy,0.3708
2026-04-30T00:18:11.700,1,Happy,0.4493
2026-04-30T00:18:11.798,1,Happy,0.5609
2026-04-30T00:18:11.893,1,Happy,0.6454
2026-04-30T00:18:11.987,1,Happy,0.7298
2026-04-30T00:18:12.083,1,Happy,0.8302
2026-04-30T00:18:12.180,1,Happy,0.9295
2026-04-30T00:18:12.284,1,Happy,0.9829
2026-04-30T00:18:12.381,1,Happy,0.9998
2026-04-30T00:18:12.478,1,Happy,0.9998
2026-04-30T00:18:12.573,1,Happy,0.9998
2026-04-30T00:18:12.670,1,Happy,0.9998
2026-04-30T00:18:12.765,1,Happy,0.9998
2026-04-30T00:18:12.863,1,Happy,0.9998
2026-04-30T00:18:12.959,1,Happy,0.9998
2026-04-30T00:18:13.057,1,Happy,0.9998
2026-04-30T00:18:13.156,1,Happy,0.9998
2026-04-30T00:18:13.252,1,Happy,0.9998
2026-04-30T00:18:13.349,1,Happy,0.9997
2026-04-30T00:18:13.445,1,Happy,0.9998
2026-04-30T00:18:13.538,1,Happy,0.9998
2026-04-30T00:18:13.634,1,Happy,0.9997
2026-04-30T00:18:13.730,1,Happy,0.9996
2026-04-30T00:18:13.825,1,Happy,0.9996
2026-04-30T00:18:13.919,1,Happy,0.9318
2026-04-30T00:18:14.013,1,Happy,0.8280
2026-04-30T00:18:14.463,1,Happy,0.7083
2026-04-30T00:18:15.627,2,Neutral,0.8640
2026-04-30T00:18:15.735,2,Neutral,0.8912
2026-04-30T00:18:15.839,2,Neutral,0.9003
2026-04-30T00:18:15.943,2,Neutral,0.9072
2026-04-30T00:18:16.040,2,Neutral,0.9151
2026-04-30T00:18:16.141,2,Neutral,0.9142
2026-04-30T00:18:16.243,2,Neutral,0.9197
2026-04-30T00:18:16.344,2,Neutral,0.9252
2026-04-30T00:18:16.442,2,Neutral,0.9371
2026-04-30T00:18:16.542,2,Neutral,0.9405
2026-04-30T00:18:16.639,2,Neutral,0.9440
2026-04-30T00:18:16.743,2,Neutral,0.9464
2026-04-30T00:18:16.842,2,Neutral,0.9431
2026-04-30T00:18:16.940,2,Neutral,0.9449
2026-04-30T00:18:17.038,2,Neutral,0.9425
2026-04-30T00:18:17.137,2,Neutral,0.9403
2026-04-30T00:18:17.240,2,Neutral,0.9386
2026-04-30T00:18:17.339,2,Neutral,0.9388
2026-04-30T00:18:17.440,2,Neutral,0.9373
2026-04-30T00:18:17.541,2,Neutral,0.9376
2026-04-30T00:18:17.642,2,Neutral,0.9405
2026-04-30T00:18:17.743,2,Neutral,0.9453
2026-04-30T00:18:17.841,2,Neutral,0.9489
2026-04-30T00:18:17.943,2,Neutral,0.9469
2026-04-30T00:18:18.045,2,Neutral,0.9410
2026-04-30T00:18:18.314,2,Neutral,0.9024
2026-04-30T00:18:18.412,2,Neutral,0.8657
2026-04-30T00:18:18.510,2,Neutral,0.8052
2026-04-30T00:18:18.608,2,Neutral,0.7408
2026-04-30T00:18:18.706,2,Neutral,0.6707
2026-04-30T00:18:18.804,2,Neutral,0.5810
2026-04-30T00:18:18.900,2,Neutral,0.4954
2026-04-30T00:18:18.999,2,Neutral,0.4003
2026-04-30T00:18:19.093,2,Neutral,0.3263
2026-04-30T00:18:19.190,2,Fear,0.3119
2026-04-30T00:18:19.300,2,Fear,0.3620
2026-04-30T00:18:19.409,2,Fear,0.4138
2026-04-30T00:18:19.507,2,Fear,0.4425
2026-04-30T00:18:19.603,2,Fear,0.4738
2026-04-30T00:18:19.702,2,Fear,0.5402
2026-04-30T00:18:19.802,2,Fear,0.5838
2026-04-30T00:18:19.896,2,Fear,0.5961
2026-04-30T00:18:19.992,2,Fear,0.6000
2026-04-30T00:18:20.089,2,Fear,0.6086
2026-04-30T00:18:20.185,2,Fear,0.6029
2026-04-30T00:18:20.286,2,Fear,0.6083
2026-04-30T00:18:20.384,2,Fear,0.6169
2026-04-30T00:18:20.481,2,Fear,0.5925
2026-04-30T00:18:20.580,2,Fear,0.5564
2026-04-30T00:18:20.676,2,Fear,0.5362
2026-04-30T00:18:20.775,2,Fear,0.5328
2026-04-30T00:18:20.876,2,Fear,0.5080
2026-04-30T00:18:20.974,2,Fear,0.5177
2026-04-30T00:18:21.070,2,Fear,0.5196
2026-04-30T00:18:21.168,2,Fear,0.5254
2026-04-30T00:18:21.266,2,Fear,0.5230
2026-04-30T00:18:21.367,2,Fear,0.5565
2026-04-30T00:18:21.464,2,Fear,0.5693
2026-04-30T00:18:21.560,2,Fear,0.5751
2026-04-30T00:18:21.658,2,Fear,0.6127
2026-04-30T00:18:21.761,2,Fear,0.6112
2026-04-30T00:18:21.860,2,Fear,0.6158
2026-04-30T00:18:21.988,2,Fear,0.5914
2026-04-30T00:18:22.085,2,Fear,0.5381
2026-04-30T00:18:22.184,2,Fear,0.4739
2026-04-30T00:18:22.284,2,Fear,0.4128
2026-04-30T00:18:22.380,2,Fear,0.3717
2026-04-30T00:18:22.478,2,Fear,0.3189
2026-04-30T00:18:22.575,2,Fear,0.2801
2026-04-30T00:18:22.676,2,Fear,0.2335
2026-04-30T00:18:22.774,2,Happy,0.2321
2026-04-30T00:18:22.896,2,Fear,0.2539
2026-04-30T00:18:23.001,2,Fear,0.3095
2026-04-30T00:18:23.096,2,Fear,0.3339
2026-04-30T00:18:23.195,2,Fear,0.3302
2026-04-30T00:18:24.254,3,Neutral,0.7822
2026-04-30T00:18:24.362,3,Neutral,0.7822
2026-04-30T00:18:24.461,3,Neutral,0.8030
2026-04-30T00:18:24.560,3,Neutral,0.8134
2026-04-30T00:18:24.669,3,Neutral,0.8362
2026-04-30T00:18:24.770,3,Neutral,0.8477
2026-04-30T00:18:24.869,3,Neutral,0.8599
2026-04-30T00:18:24.968,3,Neutral,0.8640
2026-04-30T00:18:25.140,3,Neutral,0.8454
2026-04-30T00:18:25.241,3,Neutral,0.8622
2026-04-30T00:18:25.336,3,Neutral,0.8343
2026-04-30T00:18:25.432,3,Neutral,0.7351
2026-04-30T00:18:25.529,3,Neutral,0.6267
2026-04-30T00:18:25.626,3,Neutral,0.5262
2026-04-30T00:18:25.723,3,Neutral,0.4232
2026-04-30T00:18:25.821,3,Neutral,0.3174
2026-04-30T00:18:25.918,3,Neutral,0.2455
2026-04-30T00:18:26.020,3,Fear,0.2595
2026-04-30T00:18:26.127,3,Fear,0.2727
2026-04-30T00:18:26.231,3,Fear,0.2647
2026-04-30T00:18:26.328,3,Fear,0.2755
2026-04-30T00:18:26.426,3,Fear,0.2588
2026-04-30T00:18:26.524,3,Surprise,0.2481
2026-04-30T00:18:26.620,3,Surprise,0.3476
2026-04-30T00:18:26.721,3,Surprise,0.4580
2026-04-30T00:18:26.818,3,Surprise,0.5731
2026-04-30T00:18:26.913,3,Surprise,0.6947
2026-04-30T00:18:27.011,3,Surprise,0.8065
2026-04-30T00:18:27.109,3,Surprise,0.9014
2026-04-30T00:18:27.219,3,Surprise,0.9834
2026-04-30T00:18:27.319,3,Surprise,0.9902
2026-04-30T00:18:27.419,3,Surprise,0.9927
2026-04-30T00:18:27.518,3,Surprise,0.9961
2026-04-30T00:18:27.622,3,Surprise,0.9973
2026-04-30T00:18:27.719,3,Surprise,0.9978
2026-04-30T00:18:27.817,3,Surprise,0.9977
2026-04-30T00:18:27.917,3,Surprise,0.9976
2026-04-30T00:18:28.014,3,Surprise,0.9974
2026-04-30T00:18:28.111,3,Surprise,0.9972
2026-04-30T00:18:28.211,3,Surprise,0.9966
2026-04-30T00:18:28.312,3,Surprise,0.9960
2026-04-30T00:18:28.411,3,Surprise,0.9952
2026-04-30T00:18:28.510,3,Surprise,0.9954
2026-04-30T00:18:28.606,3,Surprise,0.9956
2026-04-30T00:18:28.703,3,Surprise,0.9954
2026-04-30T00:18:28.803,3,Surprise,0.9947
2026-04-30T00:18:28.900,3,Surprise,0.9933
2026-04-30T00:18:28.997,3,Surprise,0.9940
2026-04-30T00:18:29.093,3,Surprise,0.9946
2026-04-30T00:18:29.193,3,Surprise,0.9951
2026-04-30T00:18:29.292,3,Surprise,0.9950
2026-04-30T00:18:29.391,3,Surprise,0.9946
2026-04-30T00:18:29.487,3,Surprise,0.9944
2026-04-30T00:18:29.587,3,Surprise,0.9947
2026-04-30T00:18:29.685,3,Surprise,0.9945
2026-04-30T00:18:29.779,3,Surprise,0.9930
2026-04-30T00:18:29.899,3,Surprise,0.9922
2026-04-30T00:18:29.998,3,Surprise,0.9917
2026-04-30T00:18:30.094,3,Surprise,0.9920
2026-04-30T00:18:30.194,3,Surprise,0.9912
2026-04-30T00:18:30.293,3,Surprise,0.9914
2026-04-30T00:18:30.391,3,Surprise,0.9917
2026-04-30T00:18:30.491,3,Surprise,0.9929
2026-04-30T00:18:30.588,3,Surprise,0.9945
2026-04-30T00:18:30.686,3,Surprise,0.9955
2026-04-30T00:18:30.787,3,Surprise,0.9955
2026-04-30T00:18:30.884,3,Surprise,0.9944
2026-04-30T00:18:30.982,3,Surprise,0.9940
2026-04-30T00:18:31.082,3,Surprise,0.9934
2026-04-30T00:18:31.182,3,Surprise,0.9928
2026-04-30T00:18:31.281,3,Surprise,0.9932
2026-04-30T00:18:31.379,3,Surprise,0.9932
2026-04-30T00:18:31.478,3,Surprise,0.9918
2026-04-30T00:18:31.576,3,Surprise,0.9909
2026-04-30T00:18:31.675,3,Surprise,0.9911
2026-04-30T00:18:31.774,3,Surprise,0.9914
2026-04-30T00:18:31.897,3,Surprise,0.9897
2026-04-30T00:18:31.998,3,Surprise,0.9877
2026-04-30T00:18:32.103,3,Surprise,0.9842
2026-04-30T00:18:32.197,3,Surprise,0.9833
2026-04-30T00:18:32.296,3,Surprise,0.9769
2026-04-30T00:18:32.398,3,Surprise,0.9777
2026-04-30T00:18:32.497,3,Surprise,0.9777
2026-04-30T00:18:32.592,3,Surprise,0.9779
2026-04-30T00:18:32.689,3,Surprise,0.9790
2026-04-30T00:18:32.786,3,Surprise,0.9805
2026-04-30T00:18:32.883,3,Surprise,0.9831
2026-04-30T00:18:32.978,3,Surprise,0.9839
2026-04-30T00:18:33.075,3,Surprise,0.9911
2026-04-30T00:18:33.170,3,Surprise,0.9917
2026-04-30T00:18:33.267,3,Surprise,0.9911
2026-04-30T00:18:34.379,4,Neutral,0.8370
2026-04-30T00:18:34.528,4,Neutral,0.8867
2026-04-30T00:18:34.666,4,Neutral,0.8943
